referenznummer,category_id,nama_perusahaan,titik_data_di_peta,posisi_kota,alamat_detail,detail_deskripsi,gaji,persyaratan,jenis_ausbildung,beruf_typ,deskripsi_perusahaan,apa_yang_ditawarkan,link_website_perusahaan,link_website_perusahaan_resmi,website_type,alamat_email_bewerbung,link_bewerbung,link_bewerbung_externe,link_bewerbung_efektif,bewerbung_sumber,kontak_penanggung_jawab,dokumen_yang_harus_dipenuhi,ba_job_url,sumber_data,ausbildung_de_url,is_duplicate_of_arbeitsagentur,duplicate_of_refnr,kelengkapan_score,scraped_at
MAD-2376750488,meine_ausbildung_dpa,Uvex Group - Uvex Winter Holding GmbH & Co. KG,,Fürth,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.uvex.de,https://www.uvex.de,company,,https://www.uvex-group.com/de/karriere/ausbildung/fachinformatiker-fuer-daten-und-prozessanalyse/,https://www.uvex-group.com/de/karriere/ausbildung/fachinformatiker-fuer-daten-und-prozessanalyse/,https://www.uvex-group.com/de/karriere/ausbildung/fachinformatiker-fuer-daten-und-prozessanalyse/,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:50.740720+00:00
MAD-2375201235,meine_ausbildung_dpa,2B Consulting GmbH,,Nordhorn,,Azubi Fachinformatik / Daten- und Prozessanalyse (m/w/d),,,Azubi Fachinformatik / Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.2b-consulting.de,https://www.2b-consulting.de,company,,https://2b-consulting.de/unternehmen/ausbildung/?utm_source=meine-ausbildung-in-deutschland,https://2b-consulting.de/unternehmen/ausbildung/?utm_source=meine-ausbildung-in-deutschland,https://2b-consulting.de/unternehmen/ausbildung/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:54.753195+00:00
MAD-2373888523,meine_ausbildung_dpa,Motor-Nützel Vertriebs-GmbH,,Bayreuth,,Fachinformatiker Daten- und Prozessanalyse (m/w/d),,,Fachinformatiker Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.motor-nuetzel.de,https://www.motor-nuetzel.de,company,,https://www.motor-nuetzel.de/karriere/unsere-stellenangebote/,https://www.motor-nuetzel.de/karriere/unsere-stellenangebote/,https://www.motor-nuetzel.de/karriere/unsere-stellenangebote/,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:58.128208+00:00
10000-1203639674-S,meine_ausbildung_dpa,SPIES Kunststoffe GmbH,,49326 Melle Niedersachsen,,**Ausbildung zum Fachinformatiker Daten- und Prozessanalyse (m/w/d) 2026 ** {Mechatroniker/in},,,**Ausbildung zum Fachinformatiker Daten- und Prozessanalyse (m/w/d) 2026 ** {Mechatroniker/in},dpa,,,https://www.spies-packaging.com,https://www.spies-packaging.com,company,,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1203639674-S?utm_source=meine-ausbildung-in-deutschland,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1203639674-S?utm_source=meine-ausbildung-in-deutschland,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1203639674-S?utm_source=meine-ausbildung-in-deutschland,externe,,,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1203639674-S,meine_ausbildung_de,,False,,40,2026-06-11T11:41:58.813456+00:00
MAD-2373490606,meine_ausbildung_dpa,Nehlsen AG,,Bremen,,Fachinformatiker:in Fachrichtung Daten- und Prozessanalyse,,,Fachinformatiker:in Fachrichtung Daten- und Prozessanalyse,dpa,,,https://www.nehlsen.com,https://www.nehlsen.com,company,,https://generation.nehlsen.com/ausbildungsberufe-bei-nehlsen/fachinformatikerin-fachrichtung-daten-und-prozessanalyse?utm_source=meine-ausbildung-in-deutschland,https://generation.nehlsen.com/ausbildungsberufe-bei-nehlsen/fachinformatikerin-fachrichtung-daten-und-prozessanalyse?utm_source=meine-ausbildung-in-deutschland,https://generation.nehlsen.com/ausbildungsberufe-bei-nehlsen/fachinformatikerin-fachrichtung-daten-und-prozessanalyse?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:59.937560+00:00
MAD-2372735282,meine_ausbildung_dpa,CONCETO Business Integration GbR,,Bonn,,Ausbildung Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Ausbildung Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.conceto.de,https://www.conceto.de,company,,https://www.conceto.de/ausbildung/fachinformatiker-in-fuer-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://www.conceto.de/ausbildung/fachinformatiker-in-fuer-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://www.conceto.de/ausbildung/fachinformatiker-in-fuer-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:00.695628+00:00
MAD-2372579437,meine_ausbildung_dpa,Eurokey Personalservice GmbH,,Saarbrücken,,Fachinformatiker Daten- und Prozessanalyse,,,Fachinformatiker Daten- und Prozessanalyse,dpa,,,https://www.eurokey-personalservice.de,https://www.eurokey-personalservice.de,company,,https://eurokey.de/eurokey-career-stellenangebote/ausbildung-praktikum/ausbildung-fachinformatiker-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://eurokey.de/eurokey-career-stellenangebote/ausbildung-praktikum/ausbildung-fachinformatiker-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://eurokey.de/eurokey-career-stellenangebote/ausbildung-praktikum/ausbildung-fachinformatiker-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:03.178968+00:00
MAD-2372432120,meine_ausbildung_dpa,Ehrhardt + Partner GmbH & Co. KG,,DE Boppard-Buchholz bei Koblenz,,Ausbildung - Fachinformatiker (m/w/d) Schwerpunkt Daten- und Prozessanalyse,,,Ausbildung - Fachinformatiker (m/w/d) Schwerpunkt Daten- und Prozessanalyse,dpa,,,https://www.ehrhardt-partner.com,https://www.ehrhardt-partner.com,company,,https://jobs-ads.epg.com/jobposting/99a3570d9df0ed87a9e36fa507615c1cd10406b40?utm_source=meine-ausbildung-in-deutschland,https://jobs-ads.epg.com/jobposting/99a3570d9df0ed87a9e36fa507615c1cd10406b40?utm_source=meine-ausbildung-in-deutschland,https://jobs-ads.epg.com/jobposting/99a3570d9df0ed87a9e36fa507615c1cd10406b40?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:03.892048+00:00
MAD-2372333703,meine_ausbildung_dpa,VOSS Holding GmbH + Co. KG,,Wipperfürth,,Ausbildung 2026: Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Ausbildung 2026: Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.voss-automotive.de,https://www.voss-automotive.de,company,,https://voss-portal.rexx-recruitment.com/Ausbildung-2026-Fachinformatiker-fuer-Daten-und-Prozessana-de-j2538.html?utm_source=meine-ausbildung-in-deutschland,https://voss-portal.rexx-recruitment.com/Ausbildung-2026-Fachinformatiker-fuer-Daten-und-Prozessana-de-j2538.html?utm_source=meine-ausbildung-in-deutschland,https://voss-portal.rexx-recruitment.com/Ausbildung-2026-Fachinformatiker-fuer-Daten-und-Prozessana-de-j2538.html?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:04.661241+00:00
MAD-2364161631,meine_ausbildung_dpa,Krone Spare Parts Logistics GmbH,,"Spelle, Haselünne",,Fachinformatiker (m/w/d) für Daten- und Prozessanalyse,,,Fachinformatiker (m/w/d) für Daten- und Prozessanalyse,dpa,,,https://www.krone-group.com,https://www.krone-group.com,company,,https://krone-group.com/ausbildungen/fachinformatiker-m-w-d-fuer-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://krone-group.com/ausbildungen/fachinformatiker-m-w-d-fuer-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://krone-group.com/ausbildungen/fachinformatiker-m-w-d-fuer-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:10.378017+00:00
MAD-2364160871,meine_ausbildung_dpa,Karl Knauer KG,,Biberach,,Fachinformatiker (m/w/d) für Daten- und Prozessanalyse,,,Fachinformatiker (m/w/d) für Daten- und Prozessanalyse,dpa,,,https://www.karlknauer.de,https://www.karlknauer.de,company,,https://www.karlknauer.de/de/karriere/studium-ausbildung-praktikum/fachinformatiker-m/w/d-fuer-daten-und-prozessanalyse?utm_source=meine-ausbildung-in-deutschland,https://www.karlknauer.de/de/karriere/studium-ausbildung-praktikum/fachinformatiker-m/w/d-fuer-daten-und-prozessanalyse?utm_source=meine-ausbildung-in-deutschland,https://www.karlknauer.de/de/karriere/studium-ausbildung-praktikum/fachinformatiker-m/w/d-fuer-daten-und-prozessanalyse?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:11.177938+00:00
MAD-2363527673,meine_ausbildung_dpa,Bosch Thermotechnik GmbH Niederlassung München,,Lohr,,Fachinformatiker Fachrichtung: Daten- und Prozessanalyse (w/m/div.),,,Fachinformatiker Fachrichtung: Daten- und Prozessanalyse (w/m/div.),dpa,,,https://www.hrd-portal.de,https://www.hrd-portal.de,company,,https://www.hrd-portal.de/bosch-gruppe/jobboard/detail/2026_905?utm_source=meine-ausbildung-in-deutschland,https://www.hrd-portal.de/bosch-gruppe/jobboard/detail/2026_905?utm_source=meine-ausbildung-in-deutschland,https://www.hrd-portal.de/bosch-gruppe/jobboard/detail/2026_905?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:11.795776+00:00
MAD-2360489004,meine_ausbildung_dpa,M.IT Connect GmbH & Co. KG,,"Bamberg, Hallstadt",,Ausbildung zum Fachinformatiker (m/w/d) für Daten- und Prozessanalyse,,,Ausbildung zum Fachinformatiker (m/w/d) für Daten- und Prozessanalyse,dpa,,,https://www.m-it-connect.de,https://www.m-it-connect.de,company,,https://www.m-it-connect.de/stellenangebot.php?id=8a7ec05797b40d8c0197e4fa531b0f4a&utm_source=meine-ausbildung-in-deutschland,https://www.m-it-connect.de/stellenangebot.php?id=8a7ec05797b40d8c0197e4fa531b0f4a&utm_source=meine-ausbildung-in-deutschland,https://www.m-it-connect.de/stellenangebot.php?id=8a7ec05797b40d8c0197e4fa531b0f4a&utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:12.651646+00:00
MAD-2359485633,meine_ausbildung_dpa,OECHSLER AG,,Ansbach,,Ausbildung zum Fachinformatiker für Daten- und Prozessanalyse (m/w/d) Start 2026,,,Ausbildung zum Fachinformatiker für Daten- und Prozessanalyse (m/w/d) Start 2026,dpa,,,https://www.oechsler.com,https://www.oechsler.com,company,,https://career.oechsler.com/jobposting/6c2b1f01d3edda6515eaa970202aa62434689f23?utm_source=meine-ausbildung-in-deutschland,https://career.oechsler.com/jobposting/6c2b1f01d3edda6515eaa970202aa62434689f23?utm_source=meine-ausbildung-in-deutschland,https://career.oechsler.com/jobposting/6c2b1f01d3edda6515eaa970202aa62434689f23?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:14.677181+00:00
MAD-2357789158,meine_ausbildung_dpa,Biologische Heilmittel Heel GmbH,,Baden-Baden,,Fachinformatiker für Daten- & Prozessanalyse (m/w/d),,,Fachinformatiker für Daten- & Prozessanalyse (m/w/d),dpa,,,https://www.heel.de,https://www.heel.de,company,,https://karriere.heel.de/it?utm_source=meine-ausbildung-in-deutschland,https://karriere.heel.de/it?utm_source=meine-ausbildung-in-deutschland,https://karriere.heel.de/it?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:15.594284+00:00
MAD-2354259592,meine_ausbildung_dpa,Zambelli Fertigungs GmbH & Co. KG,,Grafenau,,Ausbildung als Fachinformatiker für Daten- und Prozessanalyse (M/W/D),,,Ausbildung als Fachinformatiker für Daten- und Prozessanalyse (M/W/D),dpa,,,https://www.zambelli.com,https://www.zambelli.com,company,,https://www.zambelli.com/de/karriere/job/ausbildung-als-fachinformatiker-fuer-daten-und-prozessanalyse-m-w-d.html?utm_source=meine-ausbildung-in-deutschland,https://www.zambelli.com/de/karriere/job/ausbildung-als-fachinformatiker-fuer-daten-und-prozessanalyse-m-w-d.html?utm_source=meine-ausbildung-in-deutschland,https://www.zambelli.com/de/karriere/job/ausbildung-als-fachinformatiker-fuer-daten-und-prozessanalyse-m-w-d.html?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:17.303316+00:00
MAD-2354557682,meine_ausbildung_dpa,OneQrew GmbH,,Deutschland,,Ausbildung zum Fachinformatiker (m/w/d) Daten- und Prozessanalyse ab September 2026,,,Ausbildung zum Fachinformatiker (m/w/d) Daten- und Prozessanalyse ab September 2026,dpa,,,https://www.oneqrew.com,https://www.oneqrew.com,company,,https://oneqrew.com/job/ausbildung-zum-fachinformatiker-m-w-d-daten--und-prozessanalyse-ab-september-2026/45776039?utm_source=meine-ausbildung-in-deutschland,https://oneqrew.com/job/ausbildung-zum-fachinformatiker-m-w-d-daten--und-prozessanalyse-ab-september-2026/45776039?utm_source=meine-ausbildung-in-deutschland,https://oneqrew.com/job/ausbildung-zum-fachinformatiker-m-w-d-daten--und-prozessanalyse-ab-september-2026/45776039?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:42:18.870850+00:00
